epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,7233.74,0.68604,0.43339,0.01101,0.92755,0.88571,0.94291,0.72401,0.89611,0.51902,0.02149,0.0007988,0.0007988,0.0007988
184,7275.18,0.7011,0.47419,0.01112,0.95562,0.86667,0.92925,0.70626,0.97997,0.57841,0.02434,0.0007922,0.0007922,0.0007922
185,7314.17,0.6929,0.49388,0.01118,0.88627,0.8,0.89571,0.66482,1.01571,0.65744,0.02685,0.0007856,0.0007856,0.0007856
186,7354.01,0.71358,0.49364,0.01133,0.91756,0.848,0.92213,0.69158,0.97825,0.59354,0.02476,0.000779,0.000779,0.000779
187,7393.4,0.69091,0.41312,0.01092,0.89107,0.88571,0.92713,0.69318,1.00822,0.52954,0.0245,0.0007724,0.0007724,0.0007724
188,7433.16,0.70687,0.45969,0.01097,0.8974,0.84762,0.89426,0.67943,1.02415,0.62021,0.02544,0.0007658,0.0007658,0.0007658
189,7472.46,0.69507,0.46897,0.01096,0.92288,0.87619,0.92247,0.69304,0.97106,0.58287,0.02374,0.0007592,0.0007592,0.0007592
190,7512.69,0.68704,0.4521,0.01084,0.92283,0.85714,0.93246,0.67019,1.03303,0.54638,0.02634,0.0007526,0.0007526,0.0007526
191,7551.19,0.67602,0.42473,0.01091,0.89968,0.85411,0.93507,0.70103,0.98776,0.52065,0.02574,0.000746,0.000746,0.000746
192,7590.58,0.69275,0.43319,0.0111,0.8724,0.84653,0.8901,0.66537,0.98444,0.65033,0.02504,0.0007394,0.0007394,0.0007394
193,7629.87,0.68233,0.45143,0.01053,0.94531,0.82305,0.94756,0.68364,0.96252,0.57984,0.02464,0.0007328,0.0007328,0.0007328
194,7669.84,0.67373,0.40879,0.01077,0.88303,0.87619,0.92136,0.68793,0.94387,0.54111,0.02297,0.0007262,0.0007262,0.0007262
195,7709.2,0.64649,0.41329,0.0105,0.91721,0.84762,0.91237,0.68679,0.98115,0.52778,0.02437,0.0007196,0.0007196,0.0007196
196,7750.5,0.68302,0.42931,0.01093,0.90588,0.89524,0.94921,0.69353,0.98151,0.50029,0.02517,0.000713,0.000713,0.000713
197,7789.63,0.6828,0.42707,0.01074,0.88285,0.87619,0.91807,0.67701,0.9967,0.63556,0.02521,0.0007064,0.0007064,0.0007064
198,7830.28,0.69227,0.41076,0.01122,0.90186,0.89524,0.91495,0.68567,0.93614,0.61489,0.02352,0.0006998,0.0006998,0.0006998
199,7869.67,0.66331,0.42572,0.01037,0.86273,0.89784,0.93464,0.70018,1.00096,0.53901,0.02565,0.0006932,0.0006932,0.0006932
200,7909.24,0.63278,0.40642,0.00994,0.90114,0.90476,0.9341,0.68273,1.0006,0.52012,0.02517,0.0006866,0.0006866,0.0006866
201,7948.37,0.6701,0.41492,0.01031,0.88639,0.90476,0.9326,0.71691,0.9855,0.55682,0.02451,0.00068,0.00068,0.00068
202,7988.58,0.66537,0.44435,0.01059,0.88174,0.87619,0.92303,0.70592,0.97304,0.57922,0.02509,0.0006734,0.0006734,0.0006734
203,51.7779,0.88848,0.67768,0.01443,0.8442,0.82571,0.86627,0.5696,1.32746,nan,0.03646,0.0006668,0.0006668,0.0006668
204,89.0685,0.79994,0.56705,0.01281,0.91709,0.81905,0.9058,0.66379,1.01098,0.5555,0.02582,0.0006602,0.0006602,0.0006602
205,125.225,0.74049,0.48978,0.01227,0.83372,0.85953,0.89922,0.65782,1.01932,0.56116,0.02533,0.0006536,0.0006536,0.0006536
206,163.708,0.75847,0.51537,0.01233,0.86804,0.82857,0.87532,0.63551,1.04613,0.67034,0.02657,0.000647,0.000647,0.000647
207,200.701,0.70648,0.4697,0.01174,0.86553,0.79048,0.85581,0.64505,1.06854,0.63125,0.02787,0.0006404,0.0006404,0.0006404
208,238.571,0.71572,0.50152,0.01126,0.86973,0.78095,0.8928,0.66061,0.99647,0.62311,0.02587,0.0006338,0.0006338,0.0006338
209,275.821,0.71055,0.46504,0.0115,0.82648,0.90728,0.91008,0.6601,0.98823,0.5467,0.02493,0.0006272,0.0006272,0.0006272
210,314.311,0.70621,0.46423,0.01175,0.88981,0.84596,0.91322,0.69611,0.97762,0.49381,0.02434,0.0006206,0.0006206,0.0006206
211,351.397,0.7037,0.47286,0.01092,0.84959,0.86074,0.91043,0.68362,0.96982,0.51235,0.02393,0.000614,0.000614,0.000614
212,388.971,0.68687,0.48006,0.01129,0.83342,0.8381,0.89149,0.64782,1.06604,0.7577,0.02737,0.0006074,0.0006074,0.0006074
213,426.308,0.69387,0.44532,0.01119,0.83519,0.87619,0.91512,0.67609,1.03387,0.56101,0.02633,0.0006008,0.0006008,0.0006008
214,464.357,0.6834,0.46208,0.0111,0.89832,0.8,0.90419,0.66267,1.0303,0.57369,0.02616,0.0005942,0.0005942,0.0005942
215,501.559,0.70269,0.46695,0.01135,0.87032,0.8381,0.89715,0.67624,0.9881,0.62623,0.02561,0.0005876,0.0005876,0.0005876
216,539.658,0.70204,0.44396,0.01147,0.88411,0.87192,0.9295,0.69366,0.99113,0.57046,0.02552,0.000581,0.000581,0.000581
217,577.085,0.70131,0.46246,0.01094,0.88342,0.84762,0.9184,0.67186,1.04406,0.5478,0.02731,0.0005744,0.0005744,0.0005744
218,615.337,0.69383,0.46796,0.0112,0.9201,0.87735,0.93559,0.71043,0.99737,0.47851,0.02557,0.0005678,0.0005678,0.0005678
219,653,0.66663,0.44368,0.01068,0.8906,0.85287,0.92114,0.71742,0.98763,0.45251,0.02635,0.0005612,0.0005612,0.0005612
220,690.928,0.70273,0.44323,0.01123,0.92877,0.81905,0.92283,0.71397,0.93597,0.51058,0.02476,0.0005546,0.0005546,0.0005546
221,728.35,0.68555,0.46099,0.01088,0.90464,0.90347,0.93375,0.69992,0.965,0.55054,0.02454,0.000548,0.000548,0.000548
222,766.158,0.6987,0.45042,0.01132,0.93362,0.89524,0.95057,0.71463,0.93509,0.51711,0.02485,0.0005414,0.0005414,0.0005414
223,803.441,0.67062,0.43087,0.01117,0.92601,0.83437,0.93743,0.67638,0.99671,0.55527,0.02539,0.0005348,0.0005348,0.0005348
224,841.268,0.67164,0.4259,0.01074,0.95391,0.81905,0.92753,0.69818,0.96173,0.58393,0.02492,0.0005282,0.0005282,0.0005282
225,878.965,0.65367,0.40682,0.0105,0.92774,0.75238,0.88536,0.65164,1.00413,0.7117,0.02458,0.0005216,0.0005216,0.0005216
226,917.231,0.67062,0.44451,0.01079,0.83692,0.87979,0.92251,0.67176,0.95015,0.54714,0.02349,0.000515,0.000515,0.000515
227,954.478,0.64975,0.38862,0.01032,0.92541,0.89524,0.93747,0.69542,0.9458,0.45924,0.02365,0.0005084,0.0005084,0.0005084
228,992.586,0.63857,0.42192,0.00997,0.90351,0.85714,0.91946,0.68289,0.95836,0.53849,0.0246,0.0005018,0.0005018,0.0005018
229,1029.8,0.65155,0.41108,0.01015,0.89987,0.86667,0.91311,0.69841,0.94652,0.59987,0.02463,0.0004952,0.0004952,0.0004952
230,1067.6,0.63366,0.3949,0.01,0.89005,0.86667,0.91471,0.68946,1.04332,0.56184,0.02701,0.0004886,0.0004886,0.0004886
231,1105.01,0.67457,0.45075,0.01076,0.91665,0.83795,0.93447,0.69829,0.96534,0.59704,0.02438,0.000482,0.000482,0.000482
232,1142.97,0.66881,0.41395,0.01077,0.91133,0.88099,0.94536,0.70086,0.92811,0.47293,0.02466,0.0004754,0.0004754,0.0004754
233,1180.25,0.65437,0.40893,0.01045,0.94666,0.84522,0.92498,0.68886,0.95786,0.53589,0.02396,0.0004688,0.0004688,0.0004688
234,1217.95,0.63255,0.40142,0.00991,0.88894,0.83855,0.90152,0.6681,1.03012,0.57314,0.02715,0.0004622,0.0004622,0.0004622
235,1255.1,0.62225,0.40509,0.00986,0.86477,0.85263,0.91749,0.65001,1.01087,0.58541,0.02632,0.0004556,0.0004556,0.0004556
236,1293.12,0.63741,0.38316,0.01011,0.89985,0.85714,0.93279,0.68169,0.98505,0.5868,0.02491,0.000449,0.000449,0.000449
237,1330.73,0.63058,0.39724,0.01002,0.89491,0.89213,0.92488,0.67003,0.99925,0.53831,0.0257,0.0004424,0.0004424,0.0004424
238,1368.78,0.63987,0.39983,0.00992,0.90414,0.91429,0.94719,0.69666,0.98537,0.48174,0.02578,0.0004358,0.0004358,0.0004358
239,1406.14,0.62371,0.40737,0.0098,0.94318,0.8381,0.91389,0.67208,0.9722,0.57265,0.02449,0.0004292,0.0004292,0.0004292
240,1444.45,0.62205,0.36536,0.01018,0.86982,0.90476,0.92482,0.69846,0.91387,0.5162,0.02234,0.0004226,0.0004226,0.0004226
241,1481.81,0.64609,0.3938,0.01046,0.89808,0.90476,0.92599,0.6895,1.00123,0.50678,0.02497,0.000416,0.000416,0.000416
242,1519.93,0.62287,0.40335,0.0097,0.91471,0.86667,0.92507,0.68741,0.94469,0.54321,0.02375,0.0004094,0.0004094,0.0004094
243,1557.1,0.61521,0.40369,0.00966,0.88541,0.89524,0.92845,0.68698,1.0118,0.58653,0.02623,0.0004028,0.0004028,0.0004028
244,1595.05,0.618,0.38246,0.00972,0.88948,0.86667,0.915,0.67875,1.01689,0.58925,0.02619,0.0003962,0.0003962,0.0003962
245,1632.46,0.62764,0.41562,0.01028,0.89227,0.86766,0.93055,0.68614,0.94598,0.55657,0.02333,0.0003896,0.0003896,0.0003896
246,1670.88,0.62623,0.39087,0.00966,0.86134,0.88745,0.93234,0.69804,0.93453,0.56292,0.0229,0.000383,0.000383,0.000383
247,1708.27,0.61415,0.38373,0.0101,0.88533,0.85714,0.9211,0.69456,0.97428,0.54335,0.02405,0.0003764,0.0003764,0.0003764
248,1746.48,0.61556,0.38443,0.00954,0.90511,0.84762,0.92591,0.69597,0.98238,0.58847,0.02474,0.0003698,0.0003698,0.0003698
249,1784.22,0.61366,0.3878,0.00981,0.92207,0.90154,0.94111,0.69918,0.97418,0.55437,0.02426,0.0003632,0.0003632,0.0003632
250,1822.54,0.61468,0.39914,0.00931,0.87699,0.90476,0.94409,0.69549,0.95624,0.53526,0.02365,0.0003566,0.0003566,0.0003566
251,1859.76,0.59029,0.38396,0.00912,0.88877,0.85714,0.91941,0.69732,0.97753,0.51252,0.02395,0.00035,0.00035,0.00035
252,1897.42,0.61364,0.39831,0.00962,0.87229,0.86667,0.92544,0.6942,0.93703,0.53852,0.02235,0.0003434,0.0003434,0.0003434
253,1934.62,0.59696,0.39378,0.00941,0.86611,0.90476,0.92023,0.69348,0.91453,0.54685,0.0218,0.0003368,0.0003368,0.0003368
254,1972.99,0.59906,0.38897,0.00932,0.88362,0.89524,0.93123,0.69306,0.96141,0.56815,0.02345,0.0003302,0.0003302,0.0003302
255,2010.5,0.58942,0.35263,0.00953,0.88247,0.92968,0.94837,0.70847,1.0038,0.54057,0.02551,0.0003236,0.0003236,0.0003236
256,2048.95,0.60902,0.37804,0.00927,0.87227,0.91052,0.93423,0.6963,0.97788,0.58569,0.02432,0.000317,0.000317,0.000317
257,2086.42,0.58471,0.35775,0.00922,0.913,0.84762,0.92919,0.69386,0.97818,0.56535,0.02438,0.0003104,0.0003104,0.0003104
258,2124.7,0.60718,0.39779,0.00974,0.87528,0.9357,0.95405,0.70659,1.01105,0.46909,0.02519,0.0003038,0.0003038,0.0003038
259,2162.02,0.58896,0.36529,0.00947,0.85326,0.88604,0.93397,0.70225,1.02374,0.5686,0.02581,0.0002972,0.0002972,0.0002972
260,2199.6,0.56031,0.34183,0.00849,0.90176,0.87426,0.92191,0.69978,0.94554,0.72168,0.02325,0.0002906,0.0002906,0.0002906
261,2237,0.58223,0.37478,0.00889,0.85309,0.86667,0.91913,0.69842,0.95652,0.62312,0.0239,0.000284,0.000284,0.000284
262,2275.34,0.5702,0.35768,0.00933,0.86166,0.90476,0.92717,0.70452,0.96234,0.49289,0.02349,0.0002774,0.0002774,0.0002774
263,2312.54,0.56864,0.35117,0.00883,0.84896,0.91003,0.9249,0.70859,0.93125,0.59381,0.02287,0.0002708,0.0002708,0.0002708
264,2350.39,0.57772,0.36928,0.00907,0.85169,0.87505,0.91783,0.70581,0.98286,0.53333,0.02485,0.0002642,0.0002642,0.0002642
265,2387.96,0.58832,0.36443,0.00919,0.85973,0.91429,0.93834,0.70349,0.98549,0.47066,0.02455,0.0002576,0.0002576,0.0002576
266,2426.18,0.57829,0.35133,0.00875,0.87649,0.84762,0.92969,0.69925,0.995,0.53447,0.02511,0.000251,0.000251,0.000251
267,2463.75,0.57708,0.35964,0.00917,0.89309,0.87619,0.93252,0.69919,1.00437,0.53736,0.02508,0.0002444,0.0002444,0.0002444
268,2501.75,0.58218,0.33974,0.0094,0.89481,0.91429,0.94348,0.69125,1.0186,0.48442,0.02598,0.0002378,0.0002378,0.0002378
269,2538.82,0.5641,0.34259,0.00939,0.92097,0.89524,0.94652,0.70381,0.98504,0.50997,0.0248,0.0002312,0.0002312,0.0002312
