epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,4854.38,0.9833,0.85767,1.22373,0.80383,0.3381,0.35088,0.26236,1.15285,0.88842,1.28322,0.001406,0.001406,0.001406
92,4907.16,0.99007,0.84521,1.22659,0.76974,0.33429,0.34596,0.2585,1.18635,0.92655,1.31388,0.0013994,0.0013994,0.0013994
93,4958.03,0.99063,0.8781,1.23086,0.71026,0.34762,0.34975,0.26033,1.1511,0.8709,1.28652,0.0013928,0.0013928,0.0013928
94,5010.22,0.98292,0.87005,1.21336,0.78503,0.32857,0.34983,0.26931,1.10587,0.89166,1.28566,0.0013862,0.0013862,0.0013862
95,5060.88,1.02318,0.87984,1.24739,0.84623,0.31429,0.34783,0.26198,1.13863,0.92156,1.29894,0.0013796,0.0013796,0.0013796
96,5111.85,0.96198,0.86379,1.2185,0.82068,0.31905,0.34567,0.2556,1.1655,0.9421,1.29878,0.001373,0.001373,0.001373
97,5163.16,0.95799,0.87801,1.20326,0.75704,0.34128,0.35652,0.26651,1.1642,0.87044,1.31353,0.0013664,0.0013664,0.0013664
98,5214.46,0.98068,0.85834,1.22074,0.79667,0.33571,0.34668,0.25807,1.15875,0.89475,1.28649,0.0013598,0.0013598,0.0013598
99,5266.11,0.9824,0.8668,1.21538,0.79094,0.32857,0.35092,0.26324,1.14923,0.91553,1.30178,0.0013532,0.0013532,0.0013532
100,5317.82,0.97708,0.84022,1.22131,0.74749,0.34762,0.35602,0.26895,1.11965,0.89374,1.2511,0.0013466,0.0013466,0.0013466
101,5369.38,0.93028,0.82677,1.19472,0.77205,0.33064,0.34186,0.25757,1.13979,0.91557,1.30168,0.00134,0.00134,0.00134
102,5419.97,0.94377,0.83253,1.18044,0.86487,0.33524,0.35869,0.26533,1.14274,0.8481,1.28418,0.0013334,0.0013334,0.0013334
103,5472.58,0.9422,0.82291,1.19497,0.78829,0.34048,0.35285,0.25883,1.16151,0.89455,1.29151,0.0013268,0.0013268,0.0013268
104,5523.37,0.94438,0.82228,1.19902,0.78761,0.34524,0.36541,0.26527,1.15116,0.82266,1.28345,0.0013202,0.0013202,0.0013202
105,5575.49,0.96626,0.84677,1.20697,0.8723,0.32381,0.3614,0.26847,1.12898,0.857,1.2679,0.0013136,0.0013136,0.0013136
106,5626.55,0.96134,0.80451,1.19035,0.85163,0.31433,0.35272,0.26583,1.11907,0.87402,1.26412,0.001307,0.001307,0.001307
107,5680.92,0.96033,0.8312,1.21449,0.87987,0.32857,0.3566,0.26006,1.17055,0.8547,1.31574,0.0013004,0.0013004,0.0013004
108,5732.38,0.94492,0.80638,1.19788,0.8554,0.32619,0.35722,0.26669,1.13718,0.8655,1.30129,0.0012938,0.0012938,0.0012938
109,5784.87,0.92313,0.77579,1.18171,0.79884,0.33333,0.35628,0.26891,1.13498,0.86171,1.28581,0.0012872,0.0012872,0.0012872
110,5835.41,0.90841,0.79039,1.17011,0.7802,0.34048,0.35256,0.26173,1.1741,0.87519,1.3375,0.0012806,0.0012806,0.0012806
111,5889,0.92644,0.78807,1.1999,0.82372,0.3381,0.35909,0.27033,1.13698,0.8798,1.28929,0.001274,0.001274,0.001274
112,391.529,1.31283,1.77246,1.48625,0,0,0,0,nan,nan,nan,0.0012674,0.0012674,0.0012674
113,447.027,1.09068,1.13476,1.32989,0.65194,0.27381,0.28172,0.18991,nan,nan,nan,0.0012608,0.0012608,0.0012608
114,500.678,1.08371,1.07532,1.3017,0.81309,0.3119,0.3376,0.24299,1.22392,1.06073,1.3496,0.0012542,0.0012542,0.0012542
115,556.02,1.05688,1.0059,1.2963,0.83079,0.29524,0.3232,0.23685,nan,nan,nan,0.0012476,0.0012476,0.0012476
116,609.693,1.03018,0.97393,1.26134,0.81677,0.3184,0.34372,0.25269,1.17125,0.98509,1.29219,0.001241,0.001241,0.001241
117,663.932,1.01126,0.91821,1.24276,0.73309,0.32697,0.34058,0.25286,1.16681,0.97289,1.2825,0.0012344,0.0012344,0.0012344
118,719.007,0.98529,0.92586,1.24382,0.6901,0.33333,0.33745,0.25386,1.14155,1.00266,1.30054,0.0012278,0.0012278,0.0012278
119,776.494,0.97566,0.9128,1.23035,0.77742,0.33333,0.35391,0.26301,1.14258,0.92683,1.29863,0.0012212,0.0012212,0.0012212
120,831.735,0.99415,0.91377,1.22594,0.78627,0.32381,0.33986,0.25462,1.17999,0.96775,1.28979,0.0012146,0.0012146,0.0012146
